fid,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,Poblacion_Total,avg_dis_B_d,avg_dis_B_t,avg_dis_B_total,avg_dis_H2_d,avg_dis_H2_t,avg_dis_H2_total,avg_dis_H3_d,avg_dis_H3_t,avg_dis_H3_total,avg_dis_J_d,avg_dis_J_t,avg_dis_J_total,avg_dis_M_d,avg_dis_M_t,avg_dis_M_total,avg_dis_d,avg_dis_t,avg_dis_total,avg_dur_B_d,avg_dur_B_t,avg_dur_B_total,avg_dur_H2_d,avg_dur_H2_t,avg_dur_H2_total,avg_dur_H3_d,avg_dur_H3_t,avg_dur_H3_total,avg_dur_J_d,avg_dur_J_t,avg_dur_J_total,avg_dur_M_d,avg_dur_M_t,avg_dur_M_total,avg_dur_d,avg_dur_t,avg_dur_total,dis_B_d_n,dis_B_d_p,dis_B_t_n,dis_B_t_p,dis_H21_d_n,dis_H21_d_p,dis_H21_t_n,dis_H21_t_p,dis_H22_d_n,dis_H22_d_p,dis_H22_t_n,dis_H22_t_p,dis_H23_d_n,dis_H23_d_p,dis_H23_t_n,dis_H23_t_p,dis_H24_d_n,dis_H24_d_p,dis_H24_t_n,dis_H24_t_p,dis_H31_d_n,dis_H31_d_p,dis_H31_t_n,dis_H31_t_p,dis_H32_d_n,dis_H32_d_p,dis_H32_t_n,dis_H32_t_p,dis_H33_d_n,dis_H33_d_p,dis_H33_t_n,dis_H33_t_p,dis_J_d_n,dis_J_d_p,dis_J_t_n,dis_J_t_p,dis_M_d_n,dis_M_d_p,dis_M_t_n,dis_M_t_p,dur_B_d_n,dur_B_d_p,dur_B_t_n,dur_B_t_p,dur_H21_d_n,dur_H21_d_p,dur_H21_t_n,dur_H21_t_p,dur_H22_d_n,dur_H22_d_p,dur_H22_t_n,dur_H22_t_p,dur_H23_d_n,dur_H23_d_p,dur_H23_t_n,dur_H23_t_p,dur_H24_d_n,dur_H24_d_p,dur_H24_t_n,dur_H24_t_p,dur_H31_d_n,dur_H31_d_p,dur_H31_t_n,dur_H31_t_p,dur_H32_d_n,dur_H32_d_p,dur_H32_t_n,dur_H32_t_p,dur_H33_d_n,dur_H33_d_p,dur_H33_t_n,dur_H33_t_p,dur_J_d_n,dur_J_d_p,dur_J_t_n,dur_J_t_p,dur_M_d_n,dur_M_d_p,dur_M_t_n,dur_M_t_p,w_avg_dis_B_d,w_avg_dis_B_t,w_avg_dis_B_total,w_avg_dis_H2_d,w_avg_dis_H2_t,w_avg_dis_H2_total,w_avg_dis_H3_d,w_avg_dis_H3_t,w_avg_dis_H3_total,w_avg_dis_J_d,w_avg_dis_J_t,w_avg_dis_J_total,w_avg_dis_M_d,w_avg_dis_M_t,w_avg_dis_M_total,w_avg_dis_d,w_avg_dis_t,w_avg_dis_total,w_avg_dur_B_d,w_avg_dur_B_t,w_avg_dur_B_total,w_avg_dur_H2_d,w_avg_dur_H2_t,w_avg_dur_H2_total,w_avg_dur_H3_d,w_avg_dur_H3_t,w_avg_dur_H3_total,w_avg_dur_J_d,w_avg_dur_J_t,w_avg_dur_J_total,w_avg_dur_M_d,w_avg_dur_M_t,w_avg_dur_M_total,w_avg_dur_d,w_avg_dur_t,w_avg_dur_total
84,"182","03","01","1820301","Cabezas, Las",Las Cabezas,Las Cabezas Núcleo,26,"26",64508.25,91995.5,64508.25,78692.5,98154,78692.5,85953.875,97449.25,85953.875,26242.5,41217,26242.5,91397,123262,91397,72124.6666666667,91587.8333333333,72124.6666666667,7139.25,12601.5,7139.25,6408.75,10339.5,6408.75,6638.875,10134.75,6638.875,2806.75,5011,2806.75,7605.25,12567.5,7605.25,6206.29166666667,10131.5,6206.29166666667,37021,37021,57522,126469,59231,59231,104704,91604,,,,,,,,,,,,,75623,75623,90280,102654,73294,73294,92244,104619,,,,,11268,11268,41193,41241,59532,59532,118639,127885,1696,1658,12787,12416,2455,2501,11298,9381,,,,,,,,,,,,,2980,3179,9348,10248,3105,3308,10018,10925,,,,,600,605,5113,4909,2636,2650,12129,13006,1677214.5,2391883,1677214.5,2046005,2552004,2046005,2234800.75,2533680.5,2234800.75,682305,1071642,682305,2376322,3204812,2376322,1875241.33333333,2381283.66666667,1875241.33333333,185620.5,327639,185620.5,166627.5,268827,166627.5,172610.75,263503.5,172610.75,72975.5,130286,72975.5,197736.5,326755,197736.5,161363.583333333,263419,161363.583333333
85,"182","04","01","1820401","Tercio de la Laguna, El",El Tercio de la Laguna,El Tercio de la Laguna Núcleo,27,"27",64559.25,90616.5,64559.25,78743.5,96775,78743.5,86004.875,96070.25,86004.875,26293.5,39838,26293.5,91448,121883,91448,72175.6666666667,90208.8333333333,72175.6666666667,7114.75,12441.5,7114.75,6387.75,10179.5,6387.75,6609.75,9974.75,6609.75,2784.75,4851,2784.75,7587,12407.5,7587,6182.29166666667,9971.5,6182.29166666667,38502,38502,56143,125090,60712,60712,103325,90225,,,,,,,,,,,,,77104,77104,88901,101275,74775,74775,90865,103240,,,,,12749,12749,39814,39862,61013,61013,117260,126506,1803,1773,12627,12256,2577,2615,11138,9221,,,,,,,,,,,,,3083,3282,9188,10088,3216,3398,9858,10765,,,,,718,719,4953,4749,2756,2777,11969,12846,1743099.75,2446645.5,1743099.75,2126074.5,2612925,2126074.5,2322131.625,2593896.75,2322131.625,709924.5,1075626,709924.5,2469096,3290841,2469096,1948743,2435638.5,1948743,192098.25,335920.5,192098.25,172469.25,274846.5,172469.25,178463.25,269318.25,178463.25,75188.25,130977,75188.25,204849,335002.5,204849,166921.875,269230.5,166921.875
86,"131","02","01","1310201",San Lorenzo de El Escorial,San Lorenzo de El Escorial,San Lorenzo de El Escorial Núcleo,16788,"16788",1144,1144,1144,23630.75,24172.5,23630.75,49695,48704.6666666667,49695,4331,4995,4331,1056,670,1056,25606.6785714286,25299.3571428571,25606.6785714286,516.75,885,516.75,2645.5,3677,2645.5,3527.91666666667,4458.66666666667,3527.91666666667,873,1224,873,454.25,626,454.25,2153.32142857143,2826.85714285714,2153.32142857143,1144,1144,1144,1144,23089,23089,24415,23930,,,,,,,,,,,,,53674,53674,53984,53937,53591,53591,54141,54094,44791,44791,36612,39460,3667,3667,4995,4995,1442,1442,670,670,149,148,885,885,1636,1592,3991,3363,,,,,,,,,,,,,2589,2914,4040,4793,2638,2896,4195,4948,2262,2284,4300,4476,521,523,1247,1201,287,278,626,626,19205472,19205472,19205472,396713031,405807930,396713031,834279660,817653944,834279660,72708828,83856060,72708828,17728128,11247960,17728128,429884919.857143,424725607.714286,429884919.857143,8675199,14857380,8675199,44412654,61729476,44412654,59226665,74852096,59226665,14655924,20548512,14655924,7625949,10509288,7625949,36149960.1428571,47457277.7142857,36149960.1428571
87,"182","05","01","1820501",Villavieja del Lozoya,Villavieja del Lozoya,Villavieja del Lozoya Núcleo,207,"207",63418.25,89730.5,63418.25,77602.5,95889,77602.5,84863.875,95184.25,84863.875,25152.5,38952,25152.5,90307,120997,90307,71034.6666666667,89322.8333333333,71034.6666666667,6732,11758.5,6732,6000,9496.5,6000,6227.375,9291.75,6227.375,2396.75,4168,2396.75,7197.5,11724.5,7197.5,5796.83333333333,9288.5,5796.83333333333,37106,37106,55257,124204,59316,59316,102439,89339,,,,,,,,,,,,,75708,75708,88015,100389,73379,73379,89979,102354,,,,,11353,11353,38928,38976,59617,59617,116374,125620,1724,1687,11944,11573,2480,2527,10455,8538,,,,,,,,,,,,,3001,3199,8505,9405,3122,3330,9175,10082,,,,,624,627,4270,4066,2667,2674,11286,12163,13127577.75,18574213.5,13127577.75,16063717.5,19849023,16063717.5,17566822.125,19703139.75,17566822.125,5206567.5,8063064,5206567.5,18693549,25046379,18693549,14704176,18489826.5,14704176,1393524,2434009.5,1393524,1242000,1965775.5,1242000,1289066.625,1923392.25,1289066.625,496127.25,862776,496127.25,1489882.5,2426971.5,1489882.5,1199944.5,1922719.5,1199944.5
88,"042","02","01","0420201",Valle del Sol,Valle del Sol,Valle del Sol Núcleo,307,"307",29591,31382,29591,59489.5625,72911.875,59489.5625,,,,68858.5,107294,68858.5,53937,67494,53937,55763.5357142857,71116.7857142857,55763.5357142857,3189.75,4459,3189.75,5271,8259,5271,,,,6031.75,10317.5,6031.75,5011.25,7971,5011.25,5045.25,7969.07142857143,5045.25,27800,27800,31382,31382,42653,42653,75107,67523,49271,49271,69612,69630,42250,42250,76476,62995,50095,50095,80967,80985,,,,,,,,,,,,,30423,30423,108457,106131,40380,40380,88587,46401,1954,1887,3859,5059,2318,2240,8579,7475,2333,2287,7548,7248,2236,2166,8992,8264,2374,2310,9013,8953,,,,,,,,,,,,,1765,1727,10785,9850,2087,2016,9847,6095,9084437,9634274,9084437,18263295.6875,22383945.625,18263295.6875,,,,21139559.5,32939258,21139559.5,16558659,20720658,16558659,17119405.4642857,21832853.2142857,17119405.4642857,979253.25,1368913,979253.25,1618197,2535513,1618197,,,,1851747.25,3167472.5,1851747.25,1538453.75,2447097,1538453.75,1548891.75,2446504.92857143,1548891.75
89,"068","01","01","0680101","Cabezuelas, Las",Las Cabezuelas,Las Cabezuelas Núcleo,2117,"2117",7395.5,6727,7395.5,9081,11326,9081,44031.9166666667,48983.1666666667,44031.9166666667,6357.25,6696.5,6357.25,9035,11280,9035,23423.5,26139.8571428571,23423.5,1190.5,1669.5,1190.5,1776.5,2720,1776.5,3438.66666666667,4764.33333333333,3438.66666666667,1293,1792,1293,1749.5,2682,1749.5,2332.21428571429,3308.07142857143,2332.21428571429,8064,8064,6727,6727,6836,6836,16232,6420,,,,,,,,,,,,,42069,42069,41850,41812,41986,41986,42021,41983,33187,33187,66064,60169,6018,6018,6500,6893,6790,6790,16186,6374,721,702,1670,1669,834,832,3460,1980,,,,,,,,,,,,,2062,2480,3871,3886,2098,2449,4029,4044,1739,1850,6617,6139,816,772,1980,1604,818,816,3422,1942,15656273.5,14241059,15656273.5,19224477,23977142,19224477,93215567.5833333,103697363.833333,93215567.5833333,13458298.25,14176490.5,13458298.25,19127095,23879760,19127095,49587549.5,55338077.5714286,49587549.5,2520288.5,3534331.5,2520288.5,3760850.5,5758240,3760850.5,7279657.33333333,10086093.6666667,7279657.33333333,2737281,3793664,2737281,3703691.5,5677794,3703691.5,4937297.64285714,7003187.21428571,4937297.64285714
90,"068","02","01","0680201",Guadarrama,Guadarrama,Guadarrama Núcleo,13823,"13823",11789.5,10198,11789.5,13032.5,16160,13032.5,46262.3333333333,48126.3333333333,46262.3333333333,10257,10313.5,10257,12986.5,16114,12986.5,26693.2142857143,28166.3571428571,26693.2142857143,1115.5,1336,1115.5,1731.5,2388.5,1731.5,3307.33333333333,4322.5,3307.33333333333,1258.75,1473.5,1258.75,1703.75,2350.5,1703.75,2247.35714285714,2930.85714285714,2247.35714285714,13381,13381,10198,10198,9905,9905,19702,12618,,,,,,,,,,,,,47387,47387,45320,45320,47304,47304,45491,45491,38504,38504,43403,63733,10457,9944,9970,10657,9859,9859,19656,12572,877,913,1336,1336,1063,1086,3332,1445,,,,,,,,,,,,,2231,2666,3540,3540,2269,2691,3698,3698,1873,2023,5539,5920,1056,1032,1652,1295,1046,1068,3294,1407,162966258.5,140966954,162966258.5,180148247.5,223379680,180148247.5,639484233.666667,665250305.666667,639484233.666667,141782511,142563510.5,141782511,179512389.5,222743822,179512389.5,368980301.071429,389343554.785714,368980301.071429,15419556.5,18467528,15419556.5,23934524.5,33016235.5,23934524.5,45717268.6666667,59749917.5,45717268.6666667,17399701.25,20368190.5,17399701.25,23550936.25,32490961.5,23550936.25,31065217.7857143,40513238.2857143,31065217.7857143
91,"068","03","01","0680301",Tablada,Tablada,Tablada Núcleo,103,"103",30862.5,27509,30862.5,34437,31238,34437,94669.8333333333,124106.666666667,94669.8333333333,23146.5,30163,23146.5,34391,31192,34391,58120.9285714286,70346,58120.9285714286,2462.25,2910,2462.25,3069.25,3723,3069.25,7572.66666666667,11767,7572.66666666667,4395,6536,4395,3042.75,3685,3042.75,5098.17857142857,7450.71428571429,5098.17857142857,34216,34216,27509,27509,37636,37636,31238,31238,,,,,,,,,,,,,68221,68221,116714,116714,68139,68139,116872,116872,59339,59339,138734,138734,16130,16130,30163,30163,37590,37590,31192,31192,2146,1883,2910,2910,2538,2293,3723,3723,,,,,,,,,,,,,3507,3583,10784,10784,3513,3571,10939,10939,3149,2947,13578,13578,2277,2231,6536,6536,2527,2274,3685,3685,3178837.5,2833427,3178837.5,3547011,3217514,3547011,9750992.83333333,12782986.6666667,9750992.83333333,2384089.5,3106789,2384089.5,3542273,3212776,3542273,5986455.64285714,7245638,5986455.64285714,253611.75,299730,253611.75,316132.75,383469,316132.75,779984.666666667,1212001,779984.666666667,452685,673208,452685,313403.25,379555,313403.25,525112.392857143,767423.571428571,525112.392857143
92,"059","01","01","0590101",Fuente el Saz de Jarama,Fuente el Saz de Jarama,Fuente el Saz de Jarama Núcleo,6594,"6594",30185,24835,30185,15670.5,13723,15670.5,30066.75,25754.25,30066.75,19321,17426,19321,19311,16532,19311,24103.5,20670.75,24103.5,3061,4280,3061,1492,1812,1492,2527.625,3195.75,2527.625,2192.5,3182,2192.5,1877.5,2436,1877.5,2279.70833333333,3016.91666666667,2279.70833333333,35535,35535,25677,23993,17618,17618,13723,13723,,,,,,,,,,,,,34204,34204,24772,24772,31875,37234,26736,26737,,,,,21216,21216,17426,17426,22090,22090,16532,16532,1846,1838,4550,4010,1065,1279,1812,1812,,,,,,,,,,,,,1630,2026,2739,2799,1764,2018,3409,3836,,,,,1062,1344,3152,3212,1149,1489,2406,2466,199039890,163761990,199039890,103331277,90489462,103331277,198260149.5,169823524.5,198260149.5,127402674,114907044,127402674,127336734,109012008,127336734,158938479,136302925.5,158938479,20184234,28222320,20184234,9838248,11948328,9838248,16667159.25,21072775.5,16667159.25,14457345,20982108,14457345,12380235,16062984,12380235,15032396.75,19893548.5,15032396.75
93,"066","01","01","0660101",Griñón,Griñón,Griñón Núcleo,10707,"10707",27455.25,34419.5,27455.25,19274.875,17346.25,19274.875,,,,18719,22442,18719,17062.75,22481.5,17062.75,20357.35,22807.1,20357.35,3469.5,5467,3469.5,2097.875,2917.75,2097.875,,,,2537.5,4125,2537.5,2793,4713,2793,2599.15,4028.1,2599.15,20491,20491,34725,34114,19756,19756,15656,15620,22651,22651,19072,19037,,,,,,,,,,,,,,,,,,,,,14996,14996,22460,22424,11644,11644,27269,17694,1502,1442,5675,5259,1148,1211,2520,2538,1332,1421,3296,3317,,,,,,,,,,,,,,,,,,,,,925,975,4234,4016,867,879,5341,4085,293963361.75,368529586.5,293963361.75,206376086.625,185726298.75,206376086.625,,,,200424333,240286494,200424333,182690864.25,240709420.5,182690864.25,217966146.45,244195619.7,217966146.45,37147936.5,58535169,37147936.5,22461947.625,31240349.25,22461947.625,,,,27169012.5,44166375,27169012.5,29904651,50462091,29904651,27829099.05,43128866.7,27829099.05
94,"078","01","01","0780101",Madarcos,Madarcos,Madarcos Núcleo,63,"63",52543.5,55317,52543.5,81603.75,91227.5,81603.75,88865,90522.5,88865,27692.75,31368.5,27692.75,94474.75,116668.5,94474.75,72340.7916666667,79271.0833333333,72340.7916666667,5837,9429,5837,5695.5,8331.5,5695.5,5970.875,8222,5970.875,2453.75,3711,2453.75,7077,10948,7077,5500.83333333333,8143.91666666667,5500.83333333333,49770,49770,39970,70664,71980,71980,72722,109733,,,,,,,,,,,,,88372,88372,83771,95309,86043,86043,85736,97274,,,,,24017,24017,19422,43315,72281,72281,109002,124335,2255,2235,8199,10659,3028,3091,6893,9770,,,,,,,,,,,,,3530,3738,7760,7820,3706,3905,8509,8799,,,,,1196,1197,2841,4581,3192,3220,10418,11478,3310240.5,3484971,3310240.5,5141036.25,5747332.5,5141036.25,5598495,5702917.5,5598495,1744643.25,1976215.5,1744643.25,5951909.25,7350115.5,5951909.25,4557469.875,4994078.25,4557469.875,367731,594027,367731,358816.5,524884.5,358816.5,376165.125,517986,376165.125,154586.25,233793,154586.25,445851,689724,445851,346552.5,513066.75,346552.5
95,"080","22","01","0802201",Majadahonda,Majadahonda,Majadahonda Núcleo,73247,"73247",1047,1086,1047,32234.25,33525.5,32234.25,12048.9166666667,12541.5,12048.9166666667,11133.5,11427,11133.5,2009,1865,2009,11795.7857142857,12218.2857142857,11795.7857142857,384.75,604.5,384.75,3267.75,4920.5,3267.75,1741.25,2390.66666666667,1741.25,1332.5,1929.5,1332.5,505.75,678,505.75,1530.64285714286,2186.35714285714,1530.64285714286,1008,1008,1227,945,30943,30943,35580,31471,,,,,,,,,,,,,15722,15722,15733,17540,15639,15639,15904,17711,3308,3308,4743,3618,10840,10840,11427,11427,2153,2153,1865,1865,163,167,456,753,1626,1604,5342,4499,,,,,,,,,,,,,1125,1643,3018,3002,1163,1636,3176,3160,502,482,980,1008,731,740,1882,1977,332,335,678,678,76689609,79546242,76689609,2361062109.75,2455642298.5,2361062109.75,882546999.083333,918627250.5,882546999.083333,815495474.5,836993469,815495474.5,147153223,136605655,147153223,864005916.214286,894952773.714286,864005916.214286,28181783.25,44277811.5,28181783.25,239352884.25,360411863.5,239352884.25,127541338.75,175109161.333333,127541338.75,97601627.5,141330086.5,97601627.5,37044670.25,49661466,37044670.25,112114997.357143,160144101.642857,112114997.357143
96,"080","42","01","0804201",Entreálamos,Entreálamos,Entreálamos Núcleo,179,"179",10531.5,11876,10531.5,45724.75,61854.5,45724.75,18313.5833333333,18473.8333333333,18313.5833333333,11100.75,12706.5,11100.75,6804,6593,6804,18443.1071428571,21207.3571428571,18443.1071428571,1334.75,2001,1334.75,3067,4593.5,3067,1660,1972.83333333333,1660,1532.75,2411,1532.75,988.5,1218,988.5,1700.42857142857,2306,1700.42857142857,9187,9187,11876,11876,29595,29595,61925,61784,,,,,,,,,,,,,22844,22844,21997,21997,22761,22761,22168,22168,8855,8855,11500,11013,9495,9495,10917,14496,7015,7015,6593,6593,652,685,1805,2197,1548,1533,5263,3924,,,,,,,,,,,,,1361,1908,1930,1930,1401,1890,2088,2088,716,807,2071,1730,652,657,2303,2519,762,756,1179,1257,1885138.5,2125804,1885138.5,8184730.25,11071955.5,8184730.25,3278131.41666667,3306816.16666667,3278131.41666667,1987034.25,2274463.5,1987034.25,1217916,1180147,1217916,3301316.17857143,3796116.92857143,3301316.17857143,238920.25,358179,238920.25,548993,822236.5,548993,297140,353137.166666667,297140,274362.25,431569,274362.25,176941.5,218022,176941.5,304376.714285714,412774,304376.714285714
97,"026","03","01","0260301","Valle de los Rosales, El",El Valle de los Rosales,El Valle de los Rosales Núcleo,991,"991",30310.75,40291.5,30310.75,61384,79833,61384,31513.5833333333,36259.5,31513.5833333333,16274.25,16910.5,16274.25,25711.5,29760.5,25711.5,32603.0357142857,39367.7142857143,32603.0357142857,3606,5842,3606,4759.75,7170.5,4759.75,3349.58333333333,4702.16666666667,3349.58333333333,2978.75,5017.5,2978.75,3132.75,4671,3132.75,3503.71428571429,5258.21428571429,3503.71428571429,20330,20330,41337,39246,42935,42935,82403,77263,,,,,,,,,,,,,32830,32830,45499,37714,32747,32747,45656,37885,14726,14726,28580,22223,15638,15638,17958,15863,20442,22883,33070,26451,1376,1364,6860,4824,2295,2403,7646,6695,,,,,,,,,,,,,1980,2801,5452,4290,2001,2777,5607,4448,1123,1300,5666,2750,932,948,5508,4527,1558,1631,5212,4130,30037953.25,39928876.5,30037953.25,60831544,79114503,60831544,31229961.0833333,35933164.5,31229961.0833333,16127781.75,16758305.5,16127781.75,25480096.5,29492655.5,25480096.5,32309608.3928571,39013404.8571429,32309608.3928571,3573546,5789422,3573546,4716912.25,7105965.5,4716912.25,3319437.08333333,4659847.16666667,3319437.08333333,2951941.25,4972342.5,2951941.25,3104555.25,4628961,3104555.25,3472180.85714286,5210890.35714286,3472180.85714286
98,"008","03","04","0080304",Manga de la Pedrera,Manga de la Pedrera,Manga de la Pedrera Núcleo,19,"19",22449.25,22016.5,22449.25,41389.1875,41195.625,41389.1875,,,,11142.25,4484.5,11142.25,21945.25,20993.5,21945.25,31584.7857142857,30325.2857142857,31584.7857142857,2686.25,3901.5,2686.25,3731.375,5221,3731.375,,,,1528,2021.5,1528,2495.25,3492.5,2495.25,3090.71428571429,4328.5,3090.71428571429,22882,22882,22336,21697,35245,35245,35982,35739,41222,41222,43643,41423,38674,38674,40283,40192,51190,51190,46273,46030,,,,,,,,,,,,,17800,17800,4623,4346,22897,22897,21115,20872,1485,1457,3775,4028,2079,2082,4499,4123,2297,2311,6050,5512,2164,2156,5104,4708,2442,2403,6084,5688,,,,,,,,,,,,,1048,1021,2036,2007,1509,1487,3591,3394,426535.75,418313.5,426535.75,786394.5625,782716.875,786394.5625,,,,211702.75,85205.5,211702.75,416959.75,398876.5,416959.75,600110.928571429,576180.428571429,600110.928571429,51038.75,74128.5,51038.75,70896.125,99199,70896.125,,,,29032,38408.5,29032,47409.75,66357.5,47409.75,58723.5714285714,82241.5,58723.5714285714
99,"028","01","01","0280101",Bustarviejo,Bustarviejo,Bustarviejo Núcleo,2338,"2338",47523.25,73331.5,47523.25,58445.5,72745,58445.5,56924.5,54475.5,56924.5,23554.75,23247.5,23554.75,33260,30520,33260,46105.4166666667,51465.8333333333,46105.4166666667,5160,8916,5160,4478,6707,4478,3741.625,4566.5,3741.625,2562.5,3795.5,2562.5,2379.25,2720,2379.25,3677.16666666667,5211.91666666667,3677.16666666667,21715,21715,110045,36618,44146,44146,72456,73034,,,,,,,,,,,,,60538,60538,55053,55053,58209,58209,53898,53898,,,,,23862,23862,20555,25940,36000,36000,30520,30520,1449,1359,10904,6928,2254,2244,6887,6527,,,,,,,,,,,,,2753,2898,4553,4553,2921,3095,4580,4580,,,,,1377,1282,4330,3261,2097,1980,2720,2720,111109358.5,171449047,111109358.5,136645579,170077810,136645579,133089481,127363719,133089481,55071005.5,54352655,55071005.5,77761880,71355760,77761880,107794464.166667,120327118.333333,107794464.166667,12064080,20845608,12064080,10469564,15680966,10469564,8747919.25,10676477,8747919.25,5991125,8873879,5991125,5562686.5,6359360,5562686.5,8597215.66666667,12185461.1666667,8597215.66666667
100,"055","04","03","0550403",Vega del Tajo,Vega del Tajo,Vega del Tajo Núcleo,17,"17",43176,46265,43176,66812.75,69709.5,66812.75,72584.5,76893,72584.5,49312,51852,49312,44329.5,47827,44329.5,55242.95,58509.3,55242.95,5007.75,8382,5007.75,7249.5,11755,7249.5,7055.25,11370,7055.25,5455,9165.5,5455,5160.75,8513,5160.75,5985.65,9837.1,5985.65,40087,40087,50570,41960,63916,63916,74004,65415,,,,,,,,,,,,,68276,68276,81187,72599,,,,,,,,,46772,46772,55954,47750,40832,40832,51929,43725,1624,1643,11019,5745,2713,2775,14035,9475,,,,,,,,,,,,,2677,2804,13590,9150,,,,,,,,,1721,1768,11491,6840,1795,1822,11122,5904,733992,786505,733992,1135816.75,1185061.5,1135816.75,1233936.5,1307181,1233936.5,838304,881484,838304,753601.5,813059,753601.5,939130.15,994658.1,939130.15,85131.75,142494,85131.75,123241.5,199835,123241.5,119939.25,193290,119939.25,92735,155813.5,92735,87732.75,144721,87732.75,101756.05,167230.7,101756.05
101,"123","10","01","1231001",Cañada Real de la Galiana,Cañada Real de la Galiana,Cañada Real de la Galiana Núcleo,1769,"1769",19869.25,22903.5,19869.25,14687,15291,14687,19085.75,19102,19085.75,12810.75,14226.5,12810.75,1425.25,1432.5,1425.25,13575.6,14591.1,13575.6,2714.75,4199.5,2714.75,2551.5,3859.5,2551.5,2674.5,4008,2674.5,2505.25,4122,2505.25,605.25,964.5,605.25,2210.25,3430.7,2210.25,16835,16835,23315,22492,14083,14083,15291,15291,,,,,,,,,,,,,17734,20405,19102,19102,,,,,,,,,11395,11395,14788,13665,1418,1418,1447,1418,1206,1254,4318,4081,1175,1312,3834,3885,,,,,,,,,,,,,1191,1491,4021,3995,,,,,,,,,829,948,4002,4242,260,232,811,1118,35148703.25,40516291.5,35148703.25,25981303,27049779,25981303,33762691.75,33791438,33762691.75,22662216.75,25166678.5,22662216.75,2521267.25,2534092.5,2521267.25,24015236.4,25811655.9,24015236.4,4802392.75,7428915.5,4802392.75,4513603.5,6827455.5,4513603.5,4731190.5,7090152,4731190.5,4431787.25,7291818,4431787.25,1070687.25,1706200.5,1070687.25,3909932.25,6068908.3,3909932.25
102,"147","01","01","1470101",Titulcia,Titulcia,Titulcia Núcleo,1351,"1351",14649,15658,14649,34836.625,35652.25,34836.625,,,,14490.5,16774,14490.5,23928.75,28173.5,23928.75,24548.3,26382,24548.3,1983.75,2933,1983.75,3076.25,4230.75,3076.25,,,,2400.75,3761.5,2400.75,2523.75,3873,2523.75,2612.15,3805.8,2612.15,13640,13640,15449,15867,35270,35270,34023,34023,32772,32772,30735,43828,,,,,,,,,,,,,,,,,,,,,12207,12207,15856,17692,19684,19684,28119,28228,1064,1005,2716,3150,1932,2007,3708,3708,1848,1900,3925,5582,,,,,,,,,,,,,,,,,,,,,1060,1020,3688,3835,1203,1146,4353,3393,19790799,21153958,19790799,47064280.375,48166189.75,47064280.375,,,,19576665.5,22661674,19576665.5,32327741.25,38062398.5,32327741.25,33164753.3,35642082,33164753.3,2680046.25,3962483,2680046.25,4156013.75,5715743.25,4156013.75,,,,3243413.25,5081786.5,3243413.25,3409586.25,5232423,3409586.25,3529014.65,5141635.8,3529014.65
103,"055","04","02","0550402","Cercado, El",El Cercado,El Cercado Núcleo,62,"62",43613.25,48215.5,43613.25,67281.5,71723,67281.5,72486,77772,72486,49778.25,53860.5,49778.25,44493.25,49230.5,44493.25,55530.45,60160.3,55530.45,5470.75,9280,5470.75,7942,13107,7942,7494.25,12239.5,7494.25,5939.75,10110.5,5939.75,5530.5,9223.5,5530.5,6475.45,10792.1,6475.45,39011,39011,52423,44008,62840,62840,75857,67589,,,,,,,,,,,,,67200,67200,83040,72504,,,,,,,,,45696,45696,57807,49914,39756,39756,53782,44679,1650,1673,12521,6039,2743,2811,15537,10677,,,,,,,,,,,,,2686,2812,15092,9387,,,,,,,,,1739,1799,12993,7228,1832,1843,12624,5823,2704021.5,2989361,2704021.5,4171453,4446826,4171453,4494132,4821864,4494132,3086251.5,3339351,3086251.5,2758581.5,3052291,2758581.5,3442887.9,3729938.6,3442887.9,339186.5,575360,339186.5,492404,812634,492404,464643.5,758849,464643.5,368264.5,626851,368264.5,342891,571857,342891,401477.9,669110.2,401477.9
104,"177","01","01","1770101",Villanueva del Pardillo,Villanueva del Pardillo,Villanueva del Pardillo Núcleo,16379,"16379",34263.25,41276.5,34263.25,44083,56124,44083,22136.9166666667,23674.1666666667,22136.9166666667,14680,17419,14680,10325,11189,10325,24251.7142857143,28147.2857142857,24251.7142857143,3319.25,4802.5,3319.25,4005,6409.5,4005,2107.41666666667,2810.5,2107.41666666667,1869,3025.5,1869,1286.25,1757,1286.25,2400.25,3489.42857142857,2400.25,27250,27250,37351,45202,32042,32042,45727,66521,,,,,,,,,,,,,25290,25290,27237,26593,25207,25207,27040,26764,11302,11302,16985,17426,11941,11941,19098,15740,9461,9461,11189,11189,1846,1826,4448,5157,1624,1577,6284,6535,,,,,,,,,,,,,1435,1946,2734,2782,1473,1918,2925,2940,800,854,2639,2843,720,705,3165,2886,833,798,1757,1757,561197771.75,676067793.5,561197771.75,722035457,919254996,722035457,362580558.083333,387759175.833333,362580558.083333,240443720,285305801,240443720,169113175,183264631,169113175,397218828.285714,461024392.714286,397218828.285714,54365995.75,78660147.5,54365995.75,65597895,104981200.5,65597895,34517377.5833333,46033179.5,34517377.5833333,30612351,49554664.5,30612351,21067488.75,28777903,21067488.75,39313694.75,57153350.5714286,39313694.75
